ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_259,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,g__Pyrenochaetopsis,s__indica
ASV_261,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Paraphaeosphaeria,NA
ASV_263,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Pseudosperma,s__obsoletum
ASV_265,k__Fungi,p__Blastocladiomycota,c__Blastocladiomycetes,o__Blastocladiales,f__Blastocladiales_fam_Incertae_sedis,g__Blastocladiales_gen_Incertae_sedis,NA
ASV_266,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,NA
ASV_267,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Erythrobasidiales,f__Erythrobasidiaceae,g__Erythrobasidium,s__yunnanense
ASV_269,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_270,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Paraphaeosphaeria,s__sporulosa
ASV_271,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,NA,NA
ASV_272,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,s__tephrensis
ASV_273,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,g__Keissleriella,s__quadriseptata
ASV_275,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Articulospora,s__proliferata
ASV_276,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Acericola,s__italica
ASV_278,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Piskurozymaceae,g__Piskurozyma,NA
ASV_279,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Leptospora,NA
ASV_280,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Jahnulales,f__Aliquandostipitaceae,g__Xylomyces,s__aquaticus
ASV_281,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Amniculicolaceae,g__Amniculicola,s__parva
ASV_282,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Parasola,NA
ASV_285,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_287,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Amphisphaeriales,f__Discosiaceae,g__Discosia,NA
ASV_288,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__canadensis
ASV_289,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Tricladiaceae,g__Tricladium,s__angulatum
ASV_290,k__Stramenopila,p__Ochrophyta,c__Bacillariophyceae,o__Naviculales,f__Naviculaceae,g__Navicula,NA
ASV_291,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Neoascochyta,s__desmazieri
ASV_292,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Schwanniomyces,s__occidentalis
ASV_295,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Roesleria,s__subterranea
ASV_296,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Stagonosporopsis,NA
ASV_300,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Paraphoma,s__chrysanthemicola
ASV_301,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Mycosphaerella,s__ulmi
ASV_302,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Paraphaeosphaeria,s__sporulosa
ASV_303,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Mycoarthris,NA
ASV_304,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Erythrobasidiales,f__Erythrobasidiaceae,g__Erythrobasidium,s__hasegawae
ASV_305,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Rutstroemiaceae,g__Rutstroemia,NA
ASV_306,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Ascobolaceae,g__Ascobolus,NA
ASV_307,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Irpicaceae,g__Ceriporia,s__lacerata
ASV_309,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__yunnanensis
ASV_310,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Venturiaceae,g__Venturia,NA
ASV_313,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,NA
ASV_314,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Amphisphaeriales,f__Discosiaceae,g__Discosia,NA
ASV_315,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__decemgibbosa
ASV_316,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Peltigerales,f__Pannariaceae,g__Pectenia,NA
ASV_317,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliales_fam_Incertae_sedis,g__Orbiliales_gen_Incertae_sedis,NA
ASV_318,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Sordariales_fam_Incertae_sedis,g__Papulaspora,s__byssina
ASV_319,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
ASV_320,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,g__Murilentithecium,s__lonicerae
ASV_321,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__equiseti
ASV_322,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Ramularia,s__collo-cygni
ASV_323,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Sebacinaceae,g__Paulisebacina,NA
ASV_324,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Diaporthaceae,g__Diaporthe,s__cuppatea
ASV_325,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Amphisphaeriaceae,g__Monochaetia,s__ilicis
ASV_326,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__hawaiiensis
ASV_327,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Nothodactylariaceae,g__Nothodactylaria,NA
ASV_328,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Neosetophoma,NA
ASV_329,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Hymenoscyphus,s__crataegi
ASV_330,k__Stramenopila,p__Ochrophyta,c__Bacillariophyceae,o__Fragilariales,f__Fragilariaceae,g__Tabularia,NA
ASV_331,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Trematosphaeriaceae,g__Trematosphaeria,s__grisea
ASV_333,k__Stramenopila,p__Ochrophyta,c__Bacillariophyceae,o__Naviculales,f__Naviculaceae,g__Navicula,s__cryptocephala
ASV_334,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Calyptella,s__gibbosa
ASV_335,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeodothis,NA
ASV_336,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella,s__atrocastanea
ASV_337,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Sebacinaceae,g__Efibulobasidium,NA
ASV_338,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Didymella,s__glomerata
ASV_339,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Discinellaceae,NA,NA
ASV_340,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Ramularia,NA
ASV_341,k__Fungi,p__Ascomycota,c__Pezizomycotina_cls_Incertae_sedis,o__Pezizomycotina_ord_Incertae_sedis,f__Pezizomycotina_fam_Incertae_sedis,g__Hymenella,NA
ASV_342,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_343,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Neodidymelliopsis,s__ranunculi
ASV_344,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_345,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Phallales,f__Gastrosporiaceae,g__Gastrosporium,s__gossypinum
ASV_347,k__Fungi,p__Blastocladiomycota,c__Blastocladiomycetes,o__Blastocladiales,f__Blastocladiales_fam_Incertae_sedis,g__Blastocladiales_gen_Incertae_sedis,NA
ASV_349,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__equiseti
ASV_350,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Sclerostagonospora,NA
ASV_352,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Sebacinaceae,g__Sebacina,s__incrustans
ASV_356,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Niessliaceae,g__Niesslia,NA
ASV_357,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Massariaceae,g__Massaria,s__gigantispora
ASV_358,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Ascobolaceae,g__Ascobolaceae_gen_Incertae_sedis,NA
ASV_359,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Trichomeriaceae,g__Trichomeriaceae_gen_Incertae_sedis,NA
ASV_360,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__solani
ASV_361,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inosperma,s__vinaceum
ASV_362,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Dioszegia,s__takashimae
ASV_363,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,g__Keissleriella,s__taminensis
ASV_364,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Paraphoma,s__dioscoreae
ASV_365,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Melanommataceae,g__Alpinaria,NA
ASV_366,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Dioszegia,NA
ASV_368,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Filobasidium,s__floriforme
ASV_370,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Periconiaceae,g__Periconia,s__circinata
ASV_371,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__maculata
ASV_372,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Leptospora,NA
ASV_375,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Melanommataceae,g__Herpotrichia,NA
ASV_376,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Cercospora,NA
ASV_378,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Paraphoma,s__chrysanthemicola
ASV_379,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Tetracladium,NA
ASV_380,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hymenogastraceae,g__Hymenogaster,NA
ASV_381,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Tuberaceae,g__Tuber,s__mexiusanum
ASV_382,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Podila,s__minutissima
ASV_383,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,g__Leptosphaeriaceae_gen_Incertae_sedis,NA
ASV_385,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,g__Neocucurbitaria,s__quercina
ASV_386,k__Stramenopila,p__Ochrophyta,c__Bacillariophyceae,o__Naviculales,f__Naviculaceae,g__Navicula,s__cryptocephala
ASV_387,k__Fungi,p__Ascomycota,c__Leotiomycetes,NA,NA,NA,NA
ASV_389,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,s__acaciae
ASV_391,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Ramularia,NA
ASV_392,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Dioszegia,NA
ASV_393,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Zymoseptoria,NA
ASV_394,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Rutstroemiaceae,g__Rutstroemia,NA
ASV_395,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
ASV_396,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Cryptocline,s__arctostaphyli
ASV_397,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,NA
ASV_398,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Neonectria,s__candida
ASV_399,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Mycoarthris,NA
ASV_401,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Xenodidymella,NA
ASV_402,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,NA,NA
ASV_403,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Lycoperdaceae,g__Calvatia,s__cyathiformis
ASV_404,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Mycoarthris,NA
ASV_405,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Melanommataceae,g__Herpotrichia,s__pinetorum
ASV_406,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__canadensis
ASV_407,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Epicoccum,s__sorghinum
ASV_409,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Hannaella,s__luteola
ASV_412,k__Fungi,p__Basidiomycota,c__Basidiomycota_cls_Incertae_sedis,o__Basidiomycota_ord_Incertae_sedis,f__Basidiomycota_fam_Incertae_sedis,g__Basidiomycota_gen_Incertae_sedis,NA
ASV_413,k__Fungi,p__Aphelidiomycota,c__Aphelidiomycota_cls_Incertae_sedis,o__Aphelidiomycota_ord_Incertae_sedis,f__Aphelidiomycota_fam_Incertae_sedis,g__Aphelidiomycota_gen_Incertae_sedis,NA
ASV_414,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Venturiaceae,g__Pseudoanungitea,NA
ASV_415,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,g__Pyrenochaetopsis,NA
ASV_417,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
ASV_420,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Didymella,NA
ASV_421,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Hymenoscyphus,s__immutabilis
ASV_422,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Botryosphaeriales,f__Botryosphaeriaceae,g__Microdiplodia,NA
ASV_423,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Zymoseptoria,NA
ASV_424,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,NA
ASV_425,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Paraphaeosphaeria,NA
ASV_428,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_430,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Amphisphaeriales,f__Discosiaceae,g__Discosia,s__rubi
ASV_431,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeopoacea,s__muriformis
ASV_432,k__Fungi,p__Ascomycota,c__Leotiomycetes,NA,NA,NA,NA
ASV_434,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inosperma,s__acutofulvum
ASV_435,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Cylindrosympodiaceae,g__Cylindrosympodium,NA
ASV_436,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Paraphoma,s__pye
ASV_437,k__Stramenopila,p__Ochrophyta,c__Bacillariophyceae,o__Naviculales,f__Naviculaceae,g__Navicula,NA
ASV_438,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Lycoperdaceae,g__Lycoperdon,s__utriforme
ASV_440,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,s__dimennae
ASV_441,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Sebacinaceae,g__Efibulobasidium,s__albescens
ASV_442,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Neosetophoma,NA
ASV_444,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Mycoarthris,NA
ASV_445,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Serendipitaceae,g__Serendipita,NA
ASV_446,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Verrucariales,f__Verrucariaceae,g__Verrucaria,NA
ASV_448,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Paraphoma,NA
ASV_449,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Paraphoma,s__radicina
ASV_450,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Neoascochyta,s__paspali
ASV_451,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Podila,s__minutissima
ASV_452,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Amniculicolaceae,g__Amniculicola,s__parva
ASV_455,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Paraphoma,s__chrysanthemicola
ASV_456,k__Fungi,p__Aphelidiomycota,c__Aphelidiomycota_cls_Incertae_sedis,o__Aphelidiomycota_ord_Incertae_sedis,f__Aphelidiomycota_fam_Incertae_sedis,g__Aphelidiomycota_gen_Incertae_sedis,NA
ASV_457,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Pseudoophiobolus,s__pseudoitalicus
ASV_458,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,g__Querciphoma,NA
ASV_460,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Nectriella,NA
ASV_461,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Thelebolales,f__Pseudeurotiaceae,g__Pseudogymnoascus,NA
ASV_462,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Rutstroemiaceae,g__Rutstroemia,NA
ASV_463,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Irpicaceae,g__Irpex,s__lacteus
ASV_466,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Discinellaceae,g__Lemonniera,s__centrosphaera
ASV_467,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,g__Plenodomus,s__changchunensis
ASV_468,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Phaeotremellaceae,g__Phaeotremella,NA
ASV_469,k__Fungi,p__Basidiomycota,c__Agaricomycetes,NA,NA,NA,NA
ASV_470,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,s__victoriae
ASV_472,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Calyptella,s__gibbosa
ASV_474,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Geastrales,f__Geastraceae,g__Geastrum,s__smithii
ASV_475,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Verrucariales,f__Verrucariaceae,g__Verrucaria,s__humida
ASV_476,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Verrucariales,f__Verrucariaceae,g__Verrucaria,NA
ASV_477,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,g__Keissleriella,s__quadriseptata
ASV_478,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Extremaceae,g__Incertomyces,NA
ASV_479,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
ASV_480,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Paraphoma,s__chrysanthemicola
ASV_481,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Cladosporium,s__cladosporioides
ASV_482,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hebelomataceae,g__Hebelomataceae_gen_Incertae_sedis,NA
ASV_483,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,NA,NA
ASV_484,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Meruliaceae,g__Hydnophlebia,s__chrysorhiza
ASV_486,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Acericola,s__italica
ASV_488,k__Fungi,p__Blastocladiomycota,c__Blastocladiomycetes,o__Blastocladiales,f__Blastocladiales_fam_Incertae_sedis,g__Blastocladiales_gen_Incertae_sedis,NA
ASV_489,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Phaeotremellaceae,g__Phaeotremella,NA
ASV_490,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Paracamarosporium,s__fagi
ASV_493,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Lycoperdaceae,g__Lycoperdon,s__pratense
ASV_494,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Sympoventuriaceae,g__Scolecobasidium,s__anomalum
ASV_497,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Tetracladium,NA
ASV_498,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
ASV_499,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Leotiaceae,g__Alatospora,NA
ASV_500,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_501,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Sebacinaceae,g__Chaetospermum,s__camelliae
ASV_502,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Ramularia,NA
ASV_503,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Piskurozymaceae,g__Solicoccozyma,s__aeria
ASV_504,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,NA,NA
ASV_507,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Mollisina,NA
ASV_509,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Nothodactylariaceae,g__Nothodactylaria,NA
ASV_511,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Venturiaceae,g__Venturia,NA
ASV_512,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Calloriaceae,g__Laetinaevia,NA
ASV_513,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Neosetophoma,NA
ASV_514,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Dioszegia,s__hungarica
ASV_515,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Paraphaeosphaeria,s__sporulosa
ASV_516,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
ASV_517,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,s__phoenicicola
ASV_519,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,NA
ASV_521,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Septoria,s__eclipticola
ASV_523,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Ramularia,s__collo-cygni
ASV_524,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pezizaceae,g__Peziza,s__ninguis
ASV_525,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__waltergamsii
ASV_526,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Tetracladium,NA
